anonymous,author_shopid,author_username,cat_id,cmtid,comment,count_rating_with_image,count_with_context,ctime,editable,item_id,mtime,orderid,product_title,rating,rating_count0,rating_count1,rating_count2,rating_count3,rating_count4,rating_count5,rating_star,shop_id,userid,fakeornot
TRUE,48257607,v*****a,2902,2359876149,bagus mantap keren wow gila banget amazing baik trusted cepat 100 persen bagus mantap keren wow gila banget amazing good trusted cepat 100 persen bagus mantap keren wow gila banget amazing baik trusted cepat 100 persen bagus mantap keren wow gila banget amazing baik trusted cepat 100 persen bagus ok,922,2182,1588995546,1,2767211185,1588995546,,Nord VPN Lifetime - Bergaransi - Termurah - Bypass Netflix - VPN Netflix - VPN Indihome/Telk,1,7274,89,15,44,88,9088,5,15168157,48258995,fake
TRUE,26850649,r*****1,3404,2338199738,Oke bgt pokoknya keren pengiriman cepat dan harganya cocok untuk reseller,842,1156,1588655298,1,4424230615,1588655298,,NETFLIX PREMIUM PRIVATE UHD GARANSI FULL ATAU SH,1,4661,7,0,2,6,7804,5,43809563,26851985,fake
TRUE,26850649,r*****1,3404,2338195345,Oke bgt pokoknya keren pengiriman cepat dan harganya cocok untuk reseller,842,1156,1588655246,1,4424230615,1588655246,,NETFLIX PREMIUM PRIVATE UHD GARANSI FULL ATAU SH,1,4661,7,0,2,6,7804,5,43809563,26851985,fake
TRUE,48257607,v*****a,2902,2318772177,bagus mantap keren wow gila banget amazing baik trusted cepat 100 persen bagus mantap keren wow gila banget amazing good trusted cepat 100 persen bagus mantap keren wow gila banget amazing baik trusted cepat 100 persen bagus mantap keren wow gila banget amazing baik trusted cepat 100 persen bagus ok,922,2182,1588252177,1,2767211185,1588252177,,Nord VPN Lifetime - Bergaransi - Termurah - Bypass Netflix - VPN Netflix - VPN Indihome/Telk,1,7274,89,15,44,88,9088,5,15168157,48258995,fake
FALSE,58041757,lukman1453,2902,2439584579,"Kualitas produk sangat baik, produk original, harga produk sangat baik, proses pengiriman cepat",922,2182,1590239530,1,2767211185,1590239530,,Nord VPN Lifetime - Bergaransi - Termurah - Bypass Netflix - VPN Netflix - VPN Indihome/Telk,1,7274,89,15,44,88,9088,5,15168157,58043182,fake
TRUE,60969626,r*****h,2902,2457934249,Kualitas produk baik. Produk original. Harga produk baik. Respon penjual baik. Very good.,922,2182,1590677082,1,2767211185,1590677082,,Nord VPN Lifetime - Bergaransi - Termurah - Bypass Netflix - VPN Netflix - VPN Indihome/Telk,1,7274,89,15,44,88,9088,5,15168157,60971068,fake
FALSE,7864412,id2285_06197,2773,2458409979,Kualitas oke bangettt respon penjual sangat amat ramah dan sabar menjawab memberi penjelasan Kualitas oke bangettt respon penjual sangat amat ramah dan sabar menjawab memberi penjelasan,1056,3341,1590691509,1,1775386739,1590691509,,Netflix Premium 1 Bulan Anti B,1,10259,10,0,0,20,12883,5,77717151,7865707,fake
FALSE,22986244,yuliasandiiswara203,2620,2325561906,"Produk nya berkualitas banget
Seller responsif ehehe
Fastresp juga termasuknya
Trusted kok ehehe,udah banyak yang pesen disini juga",791,1251,1588399221,1,2319443180,1588399221,,NETFLIX PREMIUM ULTRA HD 4K PRIVATE ACCOUNT 1 ,1,10901,220,29,79,230,7317,5,74019644,22987580,fake
FALSE,22986244,yuliasandiiswara203,2620,2325566439,"Produk nya berkualitas banget
Seller responsif ehehe
Fastresp juga termasuknya
Trusted kok ehehe,udah banyak yang pesen disini juga",791,1251,1588399272,1,2319443180,1588399272,,NETFLIX PREMIUM ULTRA HD 4K PRIVATE ACCOUNT 1 ,1,10901,220,29,79,230,7317,5,74019644,22987580,fake
FALSE,22986244,yuliasandiiswara203,2620,2325576309,"Produk nya berkualitas banget
Seller responsif ehehe
Fastresp juga termasuknya
Trusted kok ehehe,udah banyak yang pesen disini juga",791,1251,1588399376,1,2319443180,1588399376,,NETFLIX PREMIUM ULTRA HD 4K PRIVATE ACCOUNT 1 ,1,10901,220,29,79,230,7317,5,74019644,22987580,fake
FALSE,22986244,yuliasandiiswara203,2620,2325450676,"Kualitas produk baik
Pengerjaan cepat,admin ramah dan fastresp
Trusted juga,kalau ada masalah langsung di atasi sama adminnya",791,1251,1588398050,1,2319443180,1588398050,,NETFLIX PREMIUM ULTRA HD 4K PRIVATE ACCOUNT 1 ,1,10901,220,29,79,230,7317,5,74019644,22987580,fake
TRUE,16548346,m*****3,2902,2400649629,aksjcv bwmwi  uwhqn jwh hkwhqoaj hdheiq jwhab o hdhwh hhsh2gv j,922,2182,1589614087,1,2767211185,1589614087,,Nord VPN Lifetime - Bergaransi - Termurah - Bypass Netflix - VPN Netflix - VPN Indihome/Telk,1,7274,89,15,44,88,9088,5,15168157,16549682,fake
FALSE,78123977,sunugagas,2620,2332049869,"#OOT
maaf hu mau tanya pendapat. mohon jangan di bully.
saya mau upgrade hp. kira² bagusan mana ya max pro m2(4/64) atau realme C3(3/32) 
dari segi performa kira2 mnding mana? 
snap 660(dan spek lain) atau helio g70(dan spek lain) 
makasih huu",791,1251,1588538525,1,2319443180,1588538525,,NETFLIX PREMIUM ULTRA HD 4K PRIVATE ACCOUNT 1 ,1,10901,220,29,79,230,7317,5,74019644,78125451,fake
TRUE,22811080,e*****7,2620,2442023591,Kuharap semua ini Bukan sekedar harapan Dan juga harapan ini Bukan sekedar khayalan.,791,1251,1590320505,1,2319443180,1590320505,,NETFLIX PREMIUM ULTRA HD 4K PRIVATE ACCOUNT 1 ,1,10901,220,29,79,230,7317,5,74019644,22812416,fake
TRUE,31521364,j*****i,2839,2430834044,SUKA MANTAPPU JIWAAA YUHUUU MANTEPPPPPPPPPPPPPPPPPPPPPPPP,75,106,1590078852,1,3521057889,1590078852,,NETFLIX PREMIUM 1 BULAN ANTI ONHOLD UHD SHARING / PR,1,284,6,5,0,1,507,5,112699293,31522748,fake
FALSE,80294228,icanursarah,2902,2337720344,"Mantaabbb mantaabbb mantaabbb
Recommended seller yahuuud",922,2182,1588649305,1,2767211185,1588649305,,Nord VPN Lifetime - Bergaransi - Termurah - Bypass Netflix - VPN Netflix - VPN Indihome/Telk,1,7274,89,15,44,88,9088,5,15168157,80295702,fake
FALSE,80294228,icanursarah,2902,2371530647,"Recommended seller
Manfabbbbbbbbbbb
Manfaaaaaaaaatttt",922,2182,1589184830,1,2767211185,1589184830,,Nord VPN Lifetime - Bergaransi - Termurah - Bypass Netflix - VPN Netflix - VPN Indihome/Telk,1,7274,89,15,44,88,9088,5,15168157,80295702,fake
FALSE,80294228,icanursarah,2580,2341132283,"Mantab mantab mantab jiwa
Yuhuuuyyy
Recommended seller rrr",2412,3626,1588688605,1,2354260452,1588688605,,NETFLIX PREMIUM LIFETIME UHD GA,1,16647,612,67,113,309,23513,5,156138371,80295702,fake
FALSE,80294228,icanursarah,2580,2341129085,"Mantab mantab mantab jiwa
Yuhuuuyyy
Recommended seller rrr",2412,3626,1588688565,1,2354260452,1588688565,,NETFLIX PREMIUM LIFETIME UHD GA,1,16647,612,67,113,309,23513,5,156138371,80295702,fake
FALSE,80294228,icanursarah,2580,2341131295,"Mantab mantab mantab jiwa
Yuhuuuyyy
Recommended seller rrr",2412,3626,1588688593,1,2354260452,1588688593,,NETFLIX PREMIUM LIFETIME UHD GA,1,16647,612,67,113,309,23513,5,156138371,80295702,fake
FALSE,80294228,icanursarah,2580,2325992590,"Mantabbagusmantabbagus yuhuuy
Recommended seller yuhuuuyyy",2412,3626,1588403915,1,2354260452,1588403915,,NETFLIX PREMIUM LIFETIME UHD GA,1,16647,612,67,113,309,23513,5,156138371,80295702,fake
FALSE,80294228,icanursarah,2580,2327976599,"Mantab jiwa
Yuhuuuy.ahaaayyy
Mantab BB recommended seller",2412,3626,1588431603,1,2354260452,1588431603,,NETFLIX PREMIUM LIFETIME UHD GA,1,16647,612,67,113,309,23513,5,156138371,80295702,fake
FALSE,80294228,icanursarah,2580,2327977210,"Mantab jiwa
Yuhuuuy.ahaaayyy
Mantab BB recommended seller",2412,3626,1588431617,1,2354260452,1588431617,,NETFLIX PREMIUM LIFETIME UHD GA,1,16647,612,67,113,309,23513,5,156138371,80295702,fake
FALSE,80294228,icanursarah,2580,2337717778,"Mantaabbb mantaabbb mantaabbb
Recommended seller yahuuud",2412,3626,1588649269,1,2354260452,1588649269,,NETFLIX PREMIUM LIFETIME UHD GA,1,16647,612,67,113,309,23513,5,156138371,80295702,fake
FALSE,80294228,icanursarah,2580,2337718606,"Mantaabbb mantaabbb mantaabbb
Recommended seller yahuuud",2412,3626,1588649281,1,2354260452,1588649281,,NETFLIX PREMIUM LIFETIME UHD GA,1,16647,612,67,113,309,23513,5,156138371,80295702,fake
FALSE,80294228,icanursarah,2580,2337719569,"Mantaabbb mantaabbb mantaabbb
Recommended seller yahuuud",2412,3626,1588649294,1,2354260452,1588649294,,NETFLIX PREMIUM LIFETIME UHD GA,1,16647,612,67,113,309,23513,5,156138371,80295702,fake
FALSE,65126276,putchaa24,2902,2405238190,Hndkflckfndjxmnxjxlamankzmcxhddsndnxjxnxjmcnfdkfkdlkdbdnndndhdncjdgshdxdoffbjdkcncjdeksjdmcnfdcbcsmsoxc,922,2182,1589693550,1,2767211185,1589693550,,Nord VPN Lifetime - Bergaransi - Termurah - Bypass Netflix - VPN Netflix - VPN Indihome/Telk,1,7274,89,15,44,88,9088,5,15168157,65127729,fake
FALSE,80294228,icanursarah,2580,2337721290,"Mantaabbb mantaabbb mantaabbb
Recommended seller yahuuud",2412,3626,1588649318,1,2354260452,1588649318,,NETFLIX PREMIUM LIFETIME UHD GA,1,16647,612,67,113,309,23513,5,156138371,80295702,fake
FALSE,80294228,icanursarah,2580,2358188328,"Mantab mantab mantab
Recommended seller
Yuhuuuyyy mantab ",2412,3626,1588949751,1,2354260452,1588949751,,NETFLIX PREMIUM LIFETIME UHD GA,1,16647,612,67,113,309,23513,5,156138371,80295702,fake
FALSE,80294228,icanursarah,2580,2369102361,"Recommended seller yuhuuuyyy
Mantab manfaat mantab yayyy",2412,3626,1589151867,1,2354260452,1589151867,,NETFLIX PREMIUM LIFETIME UHD GA,1,16647,612,67,113,309,23513,5,156138371,80295702,fake
FALSE,80294228,icanursarah,2580,2369102052,"Recommended seller yuhuuuyyy
Mantab manfaat mantab yayyy",2412,3626,1589151853,1,2354260452,1589151853,,NETFLIX PREMIUM LIFETIME UHD GA,1,16647,612,67,113,309,23513,5,156138371,80295702,fake
FALSE,80294228,icanursarah,2580,2369106377,"Recommended seller yuhuuuyyy
Mantab manfaat mantab yayyy",2412,3626,1589152062,1,2354260452,1589152062,,NETFLIX PREMIUM LIFETIME UHD GA,1,16647,612,67,113,309,23513,5,156138371,80295702,fake
FALSE,80294228,icanursarah,2580,2333201059,"Mantab mantab mantab
Recommended seller yuhuuuyyy mantab",2412,3626,1588567913,1,2354260452,1588567913,,NETFLIX PREMIUM LIFETIME UHD GA,1,16647,612,67,113,309,23513,5,156138371,80295702,fake
FALSE,80294228,icanursarah,2580,2328491768,"Haiiii mantab mantab mantab
Recommended seller yuhuuuyyy",2412,3626,1588456842,1,2354260452,1588456842,,NETFLIX PREMIUM LIFETIME UHD GA,1,16647,612,67,113,309,23513,5,156138371,80295702,fake
FALSE,16994196,fajri_kunabuhunaina,2360,2440030075,"Terima kasih, paketan sampai. Sudah saya buka dan sesuai dengan pesanan, berfungsi . Terima kasih kembali sudah bekerja sama. InsyaAllah berkah.... Semoga kita semua diberkahi Allah. Maju terus Tokonya. Saya berterima kasih.",1792,2828,1590248657,1,2317391619,1590248657,,ANTI ON HOLD NETFLIX PREMIUM ,1,13724,49,19,20,140,19736,5,155287191,16995532,fake
FALSE,94781999,khalisays,3955,2249253472,"sukaa banget sama pelayanannyaa,sellernyaa juga ramaah bangett",193,288,1586783311,0,7321033702,1586783311,,NETFLIX[GARANSI FULL]PREMIUM UHD + 4 SCREEN PR,1,1551,0,0,2,2,778,5,7869512,94783477,fake
FALSE,94781999,khalisays,3955,2249250329,"sukaa banget sama pelayanannyaa,sellernyaa juga ramaah bangett",193,288,1586783263,0,7321033702,1586783263,,NETFLIX[GARANSI FULL]PREMIUM UHD + 4 SCREEN PR,1,1551,0,0,2,2,778,5,7869512,94783477,fake
FALSE,31521364,jodoheri,2160,2257381118,Mantappp... selalu bikin puasss asyikkkkkkkkk makasih kaaaa,11,15,1586955388,0,7819522962,1586955388,,NETFLIX PREMIUM GARANSI,1,27,0,0,0,2,25,5,4350616,31522748,fake
FALSE,31521364,jodoheri,2160,2242562609,Mntp. Ga mengecewakan yaaaa. Always sihh. Baik adminnya sabar banget huhuhuhu,11,15,1586616683,0,7819522962,1586616683,,NETFLIX PREMIUM GARANSI,1,27,0,0,0,2,25,5,4350616,31522748,fake
FALSE,213316441,sydneyku.id,2160,2268444227,None,6,11,1587193868,0,6128994966,1587193868,,NETFLIX PREMIUM PRIVATE ULTRA HD FULL GARANSI,1,33,1,0,0,0,32,5,135776746,213320137,fake
FALSE,80294228,icanursarah,2951,2325998113,"Mantabbagusmantabbagus yuhuuy
Recommended seller yuhuuuyyy",117,204,1588403974,1,2703758792,1588403974,,NordVPN 5 Tahun - Termurah Nord Vpn - Bypass Netflix - VPN Netflix - VPN Indihome/Telk,1,664,4,0,5,16,558,5,172056539,80295702,fake
FALSE,15568078,partianadewi,3268,1940509251,work tp proses lama,0,5,1578476213,0,5502846171,1578476213,,[LEGAL] NETFLIX PREMIUM 1 TAHUN FULL GA,1,20,0,0,0,0,14,5,121336544,15569414,original
FALSE,267517110,gilang_pras65,2446,2460021850,"Sangat memuaskan belanja di sini,  akun original indonesia, harga murah,  penjual respon cepet",0,13,1590731448,1,7635492260,1590731448,,NETFLIX PREMIUM LIFETIME GARANS,1,22,0,0,0,0,30,5,156138371,267520353,original
FALSE,267586287,nalomtorus,2446,2459972539,"Josss lgs bs login netflix,  terpercaya.  Region indo netflixnya jadi aman",0,13,1590730882,1,7635492260,1590730882,,NETFLIX PREMIUM LIFETIME GARANS,1,22,0,0,0,0,30,5,156138371,267589554,original
FALSE,267581718,rizkyalimsa,2446,2459984416,"Netflix berjalan tanpa kendala,  admin sgt responsif makasih mimin",0,13,1590731013,1,7635492260,1590731013,,NETFLIX PREMIUM LIFETIME GARANS,1,22,0,0,0,0,30,5,156138371,267584975,original
FALSE,267601543,irfanakis,2446,2459882309,"Gercep prosesnya,  Netflix Original order di sini",0,13,1590729806,1,7635492260,1590729806,,NETFLIX PREMIUM LIFETIME GARANS,1,22,0,0,0,0,30,5,156138371,267604816,original
FALSE,267591074,darmaisgung,2446,2459941294,BINTANG 5. Akun bs login tanpa kendala.  Bagus,0,13,1590730518,1,7635492260,1590730518,,NETFLIX PREMIUM LIFETIME GARANS,1,22,0,0,0,0,30,5,156138371,267594344,original
FALSE,71045018,uliarahmah,3404,2458594814,"Alhamdulillah bisa log in. Semoga seller slalu fast response kalau ada kendala saat log in. Gk kaya toko sebelah (Raja Netflix), password incorret, minta star 5. Udh lbh dr seminggu kgak d response pula. Hadeuh. Gak berkah itu toko. Mksh ya seller 😁 maaf br isi kuota. Jd baru dinilai",842,1156,1590706521,1,4424230615,1590706521,,NETFLIX PREMIUM PRIVATE UHD GARANSI FULL ATAU SH,1,4661,7,0,2,6,7804,5,43809563,71046479,original
FALSE,73206413,syibria,2773,2378086343,"Ini pembelian ke 3 kalinya, agak sedih si karna lupa perpanjang dan telat satu hari jadi harus ganti akun, dan harus di proses hari itu juga, tapi gapapa soalnya responnya cepet dan g ada kendala apapun ",1056,3341,1589283476,1,1775386739,1589283476,,Netflix Premium 1 Bulan Anti B,1,10259,10,0,0,20,12883,5,77717151,73207875,original
FALSE,76938347,bahni,3404,2363647437,mantap langganan terus di sini selalu cepat dan full garansi,842,1156,1589034224,1,4424230615,1589034224,,NETFLIX PREMIUM PRIVATE UHD GARANSI FULL ATAU SH,1,4661,7,0,2,6,7804,5,43809563,76939819,original
FALSE,6942847,oppie.rezalina,3404,2324888776,Nyoba yg 1 bulan dulu. Admin fast respon parah. Jam 11 malem pun diladenin haha. Proses cepat gasampe 5 menit uda dikirim. So far sangat puas gaada kendala sama sekali 👏👏,842,1156,1588391573,1,4424230615,1588391573,,NETFLIX PREMIUM PRIVATE UHD GARANSI FULL ATAU SH,1,4661,7,0,2,6,7804,5,43809563,6944139,original
TRUE,134469509,p*****e,3404,2441849402,Sudah tes seminggu dan mantap banget. Tidak ada masalah sama sekali. Nonton di beberapa device  aman. Download juga lancar. Seller juga responsif banget. Semoga lancar terus. ,842,1156,1590315743,1,4424230615,1590315743,,NETFLIX PREMIUM PRIVATE UHD GARANSI FULL ATAU SH,1,4661,7,0,2,6,7804,5,43809563,134471333,original
FALSE,21923102,arrazaky,3745,2450317169,"Fast response dan langsung bisa dipakai. Kalau ga ada masalah, nanti mungkin mau coba diperpanjang disini lagi",182,863,1590548953,1,2415566318,1590548953,,[TERLARIS] Netflix Premium Plan Akun Pribadi & Sharing (1 Bulan) GARANSI + NOR,1,4744,38,4,13,96,2429,5,15666501,21924438,original
FALSE,31739110,safari2207,2160,2181037163,"Proses nya cepat, adminnya ramah. Sudah order ke2 kalinya. Yg pertama akun aman sampai akhir, semoga yg ke2 ini juga aman jadi akan order di sini terus. Thanks 🙏",63,227,1585130357,0,932728692,1585130357,,Netflix Premium - 1 Bulan - Region Indonesia - Rizky Akbar Store,1,496,4,0,3,11,478,5,18875270,31740494,original
FALSE,87080028,anuayma,2580,2382959332,"Alhamdulillah cepat sekali..malah saya yg slowrespon karena sibuk hehe
Respon penjual baik
InsyaAllah langganan deh",2412,3626,1589360991,1,2354260452,1589360991,,NETFLIX PREMIUM LIFETIME UHD GA,1,16647,612,67,113,309,23513,5,156138371,87081505,original
FALSE,21325103,mimioibdg,2773,2368444565,"Respon chat cepat, voucher jg cepat di kirim, sdh login, so far aman, mudah2an an terus ampe 1 bulan ke depan .. Thanks Seller",1056,3341,1589123531,1,1775386739,1589123531,,Netflix Premium 1 Bulan Anti B,1,10259,10,0,0,20,12883,5,77717151,21326439,original
FALSE,174839021,randiagusta03,3745,2420115466,Usernya mantul lgsg masuk. Working good. Pelayanan admin cepet ramah.. juara ni lapaknyah,182,863,1589925148,1,2415566318,1589925148,,[TERLARIS] Netflix Premium Plan Akun Pribadi & Sharing (1 Bulan) GARANSI + NOR,1,4744,38,4,13,96,2429,5,15666501,174841498,original
FALSE,258103624,dimasmahar1987,3745,2462646247,Fast respon.. cepet transaksinya.. selama ga pake telkomsel indihome halo.. ga perlu vpn,182,863,1590762696,1,2415566318,1590762696,,[TERLARIS] Netflix Premium Plan Akun Pribadi & Sharing (1 Bulan) GARANSI + NOR,1,4744,38,4,13,96,2429,5,15666501,258105047,original
FALSE,8613304,ernesliang,2951,2458047790,"Langsung bisa digunakan, bisa untuk netflix.. Terimakasih banyak",117,204,1590679074,1,2703758792,1590679074,,NordVPN 5 Tahun - Termurah Nord Vpn - Bypass Netflix - VPN Netflix - VPN Indihome/Telk,1,664,4,0,5,16,558,5,172056539,8614600,original
FALSE,41755103,21januari1998,3960,2324467112,"Semoga awet sampai 30 hari ya, aminnnn",47,56,1588384507,1,7229496558,1588384507,,Netflix Premium Anti On Hold 30,1,257,0,0,2,8,148,5,136191258,41756489,original
FALSE,126301600,elitestuff_id,3960,2369896304,mantap sih selama 12 hari masih aman,47,56,1589167839,1,7229496558,1589167839,,Netflix Premium Anti On Hold 30,1,257,0,0,2,8,148,5,136191258,126303424,original
FALSE,47898401,saidmyahya,2160,2251572932,"Mantap HBO NOW nya harus pake VPN US jadi perlu VPn ya guys.. account nya berfungsi dengan baikk...
Dan yang paling penting lifetime nya.. mungkin nanti di bantu kali ya klo ada apa apa sama agan ini.. thanks gan ",9,19,1586847149,0,5910517771,1586847149,,"HBO NOW Lifetime Auto Renewal, Garansi, Termurah!",1,56,0,0,1,0,55,5,1912337,47899788,original
FALSE,198787839,krisherb4,2160,2010456583,Pelayanan cepat akurat dan mantab. Mudah2an awet,9,19,1580554235,0,5910517771,1580554235,,"HBO NOW Lifetime Auto Renewal, Garansi, Termurah!",1,56,0,0,1,0,55,5,1912337,198790935,original
FALSE,88270974,leisareclinachristi,2160,1912878762,"Terimakasih, sudah berhasil.. akhirnya bisa nonton GOT ^^ respon juga baik dan cepat, sempat salah akun tapi langsung ditangani padahal udah tengah malam :)",9,19,1577668821,0,5910517771,1577668821,,"HBO NOW Lifetime Auto Renewal, Garansi, Termurah!",1,56,0,0,1,0,55,5,1912337,88272452,original
FALSE,5657411,adindadismay,2160,2189162632,"murah krn akun curian nih bray. bilangnya akun private sebulan, ternyata akun punya orang yg udh pernah di tonton, durasinya 5 hari doang. full garansi kaga bakalan kabur, awalnya doang seller gantiin akun2 yg error. eh setelah 2 harian, chat kaga di bales ngilang. sampah, jgn percaya dr pd lu rugi",11,25,1585360454,2,2759570640,1585527454,,[TERMURAH] Netflix Premium HD - Ultra HD (4k) GARANSI LEGAL (OPEN RESELLER),-1,46,17,0,3,2,24,1,37887458,5658706,original
FALSE,138262043,rakhmat_romadhan,2160,2187918070,"DEMI ALLAH JANGAN PERNAH BELI NETFLIX DISINI, PENIPU BANGET INI SELLER, AKUN SAYA BARU DIPAKE 3 HARI UDAH INCCORECT PASSWORD DAN SELLER GAK MAU TANGGUNG JAWAB, MALAH DIKATA-KATAIN, DAN BENER TERNYATA AKUN CURIAN, DI WA MALAH DIBLOKIR.
PELAJARAN BUAT YG LAIN JGN PERCAYA SAMA AKUN INI, ITUNG2 SEDEKAH.",11,25,1585309203,2,2759570640,1586177814,,[TERMURAH] Netflix Premium HD - Ultra HD (4k) GARANSI LEGAL (OPEN RESELLER),-1,46,17,0,3,2,24,1,37887458,138263867,original
FALSE,205101773,gsoneseptian,2160,1849760400,"JANGAN BELI DISINI NJIR, PROSES LAMAAAAAAA, UDAH GITU AKUNNYA BARU 2 HARI DIPAKE KENA HOLD/BANNED. PADAHAL BARU PERTAMA PAKE NETFLIX DI HP. MANA ABIS ITU GAK ADA TANGGUNG JAWAB. SUSAH DIHUBUNGI SLOW RESPON. ATI2 GAES DRPD UANG MELAYANG
JANGAN TERTIPU SAMA CAPTION GARANSI FULL 1 BULAN. PENIPU",65,104,1576239292,2,5600962686,1576255205,,[GARANSI FULL] 1 BULAN NETFLIX PREMIUM ULTRA HD 4K - GARANSI Dan Terpercaya DI Shopee 100%,-1,282,14,1,6,11,250,1,37930916,205105003,original
FALSE,28162593,mumbvl,2160,1878757939,"Nicee..lancar akunnya, seller nya so far ok, semoga selalu ngasi service yg baik dan akunnya awet.. ",65,104,1576768925,0,5600962686,1576768925,,[GARANSI FULL] 1 BULAN NETFLIX PREMIUM ULTRA HD 4K - GARANSI Dan Terpercaya DI Shopee 100%,1,282,14,1,6,11,250,5,37930916,28163977,original
FALSE,163778939,xin_hwang,2160,2441405394,"Langsung dicoba dan berhasil tapi musti loading beberapa menit, semoga tdk ada kendala ke depannya",10,30,1590303931,1,7832625887,1590303931,,NORDVPN LIFETIME GARANSI 1 TAHUN - Bypass Blokir Netflix,1,75,3,0,2,7,63,5,134713724,163781094,original
